,State,Year,PacksPerCapita,treated
608,North Dakota,1985,103.1999969,0
609,Ohio,1985,126.6999969,0
610,Oklahoma,1985,124.1999969,0
611,Pennsylvania,1985,115.8000031,0
612,Rhode Island,1985,133.3999939,0
613,South Carolina,1985,125.4000015,0
614,South Dakota,1985,104.4000015,0
615,Tennessee,1985,128.6999969,0
616,Texas,1985,115.9000015,0
617,Utah,1985,66.5,0
618,Vermont,1985,144.5,0
619,Virginia,1985,134.6000061,0
620,West Virginia,1985,109.0999985,0
621,Wisconsin,1985,107.0,0
622,Wyoming,1985,125.6999969,0
623,California,1985,102.8000031,0
624,Alabama,1986,116.3000031,0
625,Arkansas,1986,126.0,0
626,Colorado,1986,109.9000015,0
627,Connecticut,1986,108.5,0
628,Delaware,1986,142.3999939,0
629,Georgia,1986,129.0,0
630,Idaho,1986,96.69999695,0
631,Illinois,1986,118.1999969,0
632,Indiana,1986,137.6000061,0
633,Iowa,1986,104.0999985,0
634,Kansas,1986,109.4000015,0
635,Kentucky,1986,179.8000031,0
636,Louisiana,1986,121.1999969,0
637,Maine,1986,119.0,0
638,Minnesota,1986,104.3000031,0
639,Mississippi,1986,113.1999969,0
640,Missouri,1986,128.8000031,0
641,Montana,1986,97.80000305,0
642,Nebraska,1986,103.0999985,0
643,Nevada,1986,142.6000061,0
644,New Hampshire,1986,195.8999939,0
645,New Mexico,1986,88.19999695,0
646,North Carolina,1986,154.3999939,0
647,North Dakota,1986,99.80000305,0
648,Ohio,1986,126.3000031,0
649,Oklahoma,1986,119.9000015,0
650,Pennsylvania,1986,113.9000015,0
651,Rhode Island,1986,136.3000031,0
652,South Carolina,1986,126.5999985,0
653,South Dakota,1986,97.0,0
654,Tennessee,1986,129.0,0
655,Texas,1986,113.6999969,0
656,Utah,1986,64.40000153,0
657,Vermont,1986,131.1999969,0
658,Virginia,1986,135.8000031,0
659,West Virginia,1986,112.0999985,0
660,Wisconsin,1986,105.4000015,0
661,Wyoming,1986,124.8000031,0
662,California,1986,99.69999695,0
663,Alabama,1987,114.0,0
664,Arkansas,1987,122.3000031,0
665,Colorado,1987,102.4000015,0
666,Connecticut,1987,109.0,0
667,Delaware,1987,141.0,0
668,Georgia,1987,129.3000031,0
669,Idaho,1987,95.0,0
670,Illinois,1987,109.5,0
671,Indiana,1987,134.0,0
672,Iowa,1987,101.0999985,0
673,Kansas,1987,105.1999969,0
674,Kentucky,1987,171.1999969,0
675,Louisiana,1987,116.5,0
676,Maine,1987,125.0,0
677,Minnesota,1987,108.8000031,0
678,Mississippi,1987,110.0,0
679,Missouri,1987,128.6999969,0
680,Montana,1987,91.69999695,0
681,Nebraska,1987,101.3000031,0
682,Nevada,1987,147.6999969,0
683,New Hampshire,1987,195.1000061,0
684,New Mexico,1987,82.30000305,0
685,North Carolina,1987,150.5,0
686,North Dakota,1987,92.30000305,0
687,Ohio,1987,124.5999985,0
688,Oklahoma,1987,113.0999985,0
689,Pennsylvania,1987,110.5999985,0
690,Rhode Island,1987,124.4000015,0
691,South Carolina,1987,126.5999985,0
692,South Dakota,1987,95.80000305,0
693,Tennessee,1987,130.6000061,0
694,Texas,1987,105.8000031,0
695,Utah,1987,67.69999695,0
696,Vermont,1987,128.3000031,0
697,Virginia,1987,133.0,0
698,West Virginia,1987,107.5,0
699,Wisconsin,1987,106.0,0
700,Wyoming,1987,110.4000015,0
701,California,1987,97.5,0
702,Alabama,1988,112.0999985,0
703,Arkansas,1988,121.5,0
704,Colorado,1988,94.59999847,0
705,Connecticut,1988,104.8000031,0
706,Delaware,1988,137.1000061,0
707,Georgia,1988,124.0999985,0
708,Idaho,1988,84.5,0
709,Illinois,1988,107.5999985,0
710,Indiana,1988,134.0,0
711,Iowa,1988,100.1999969,0
712,Kansas,1988,103.1999969,0
713,Kentucky,1988,173.1999969,0
714,Louisiana,1988,110.9000015,0
715,Maine,1988,125.0,0
716,Minnesota,1988,94.09999847,0
717,Mississippi,1988,109.0,0
718,Missouri,1988,127.4000015,0
719,Montana,1988,87.09999847,0
720,Nebraska,1988,92.90000153,0
721,Nevada,1988,141.8999939,0
722,New Hampshire,1988,180.3999939,0
723,New Mexico,1988,77.69999695,0
724,North Carolina,1988,146.0,0
725,North Dakota,1988,87.09999847,0
726,Ohio,1988,122.4000015,0
727,Oklahoma,1988,103.5999985,0
728,Pennsylvania,1988,107.5999985,0
729,Rhode Island,1988,138.0,0
730,South Carolina,1988,124.4000015,0
731,South Dakota,1988,91.90000153,0
732,Tennessee,1988,125.3000031,0
733,Texas,1988,96.5,0
734,Utah,1988,55.0,0
735,Vermont,1988,128.6999969,0
736,Virginia,1988,129.5,0
737,West Virginia,1988,109.0999985,0
738,Wisconsin,1988,102.5999985,0
739,Wyoming,1988,114.3000031,0
740,California,1988,90.09999847,0
741,Alabama,1989,105.5999985,0
742,Arkansas,1989,118.3000031,0
743,Colorado,1989,88.80000305,0
744,Connecticut,1989,100.5999985,0
745,Delaware,1989,131.6999969,0
746,Georgia,1989,117.0999985,0
747,Idaho,1989,78.40000153,0
748,Illinois,1989,104.5999985,0
749,Indiana,1989,132.5,0
750,Iowa,1989,94.40000153,0
751,Kansas,1989,96.5,0
752,Kentucky,1989,171.6000061,0
753,Louisiana,1989,103.5999985,0
754,Maine,1989,122.4000015,0
755,Minnesota,1989,92.30000305,0
756,Mississippi,1989,108.3000031,0
757,Missouri,1989,122.8000031,0
758,Montana,1989,86.19999695,0
759,Nebraska,1989,93.80000305,0
760,Nevada,1989,137.8999939,0
761,New Hampshire,1989,172.8999939,0
762,New Mexico,1989,74.40000153,0
763,North Carolina,1989,139.3000031,0
764,North Dakota,1989,84.09999847,0
765,Ohio,1989,118.5999985,0
766,Oklahoma,1989,97.5,0
767,Pennsylvania,1989,107.0999985,0
768,Rhode Island,1989,120.8000031,0
769,South Carolina,1989,122.4000015,0
770,South Dakota,1989,87.40000153,0
771,Tennessee,1989,124.6999969,0
772,Texas,1989,94.5,0
773,Utah,1989,57.0,0
774,Vermont,1989,120.9000015,0
775,Virginia,1989,122.5,0
776,West Virginia,1989,104.0,0
777,Wisconsin,1989,100.3000031,0
778,Wyoming,1989,111.4000015,0
779,California,1989,82.40000153,1
780,Alabama,1990,108.5999985,0
781,Arkansas,1990,113.0999985,0
782,Colorado,1990,87.40000153,0
783,Connecticut,1990,91.5,0
784,Delaware,1990,127.1999969,0
785,Georgia,1990,113.8000031,0
786,Idaho,1990,90.09999847,0
787,Illinois,1990,94.09999847,0
788,Indiana,1990,128.3000031,0
789,Iowa,1990,95.40000153,0
790,Kansas,1990,94.30000305,0
791,Kentucky,1990,182.5,0
792,Louisiana,1990,101.5,0
793,Maine,1990,117.5,0
794,Minnesota,1990,90.69999695,0
795,Mississippi,1990,101.8000031,0
796,Missouri,1990,119.0999985,0
797,Montana,1990,84.69999695,0
798,Nebraska,1990,89.90000153,0
799,Nevada,1990,137.3000031,0
800,New Hampshire,1990,152.3999939,0
801,New Mexico,1990,70.80000305,0
802,North Carolina,1990,133.6999969,0
803,North Dakota,1990,77.09999847,0
804,Ohio,1990,115.5,0
805,Oklahoma,1990,88.40000153,0
806,Pennsylvania,1990,101.3000031,0
807,Rhode Island,1990,101.4000015,0
808,South Carolina,1990,118.5999985,0
809,South Dakota,1990,88.30000305,0
810,Tennessee,1990,121.8000031,0
811,Texas,1990,85.59999847,0
812,Utah,1990,53.40000153,0
813,Vermont,1990,124.3000031,0
814,Virginia,1990,118.9000015,0
815,West Virginia,1990,104.0999985,0
816,Wisconsin,1990,94.0,0
817,Wyoming,1990,96.90000153,0
818,California,1990,77.80000305,1
819,Alabama,1991,107.9000015,0
820,Arkansas,1991,116.8000031,0
821,Colorado,1991,90.19999695,0
822,Connecticut,1991,86.69999695,0
823,Delaware,1991,118.8000031,0
824,Georgia,1991,109.5999985,0
825,Idaho,1991,85.40000153,0
826,Illinois,1991,96.09999847,0
827,Indiana,1991,127.1999969,0
828,Iowa,1991,97.09999847,0
829,Kansas,1991,91.80000305,0
830,Kentucky,1991,170.3999939,0
831,Louisiana,1991,107.1999969,0
832,Maine,1991,116.0999985,0
833,Minnesota,1991,86.19999695,0
834,Mississippi,1991,105.5999985,0
835,Missouri,1991,119.9000015,0
836,Montana,1991,82.90000153,0
837,Nebraska,1991,92.40000153,0
838,Nevada,1991,115.5,0
839,New Hampshire,1991,144.8000031,0
840,New Mexico,1991,69.90000153,0
841,North Carolina,1991,132.6999969,0
842,North Dakota,1991,85.19999695,0
843,Ohio,1991,113.1999969,0
844,Oklahoma,1991,87.80000305,0
845,Pennsylvania,1991,102.5,0
846,Rhode Island,1991,103.5999985,0
847,South Carolina,1991,121.5,0
848,South Dakota,1991,91.80000305,0
849,Tennessee,1991,120.5999985,0
850,Texas,1991,79.40000153,0
851,Utah,1991,53.5,0
852,Vermont,1991,120.9000015,0
853,Virginia,1991,109.0999985,0
854,West Virginia,1991,100.0999985,0
855,Wisconsin,1991,95.5,0
856,Wyoming,1991,109.0999985,0
857,California,1991,68.69999695,1
858,Alabama,1992,109.0999985,0
859,Arkansas,1992,126.0,0
860,Colorado,1992,88.30000305,0
861,Connecticut,1992,83.5,0
862,Delaware,1992,120.0,0
863,Georgia,1992,109.1999969,0
864,Idaho,1992,85.09999847,0
865,Illinois,1992,94.80000305,0
866,Indiana,1992,128.1999969,0
867,Iowa,1992,95.19999695,0
868,Kansas,1992,90.0,0
869,Kentucky,1992,167.6000061,0
870,Louisiana,1992,108.5,0
871,Maine,1992,114.5,0
872,Minnesota,1992,83.80000305,0
873,Mississippi,1992,103.9000015,0
874,Missouri,1992,122.3000031,0
875,Montana,1992,86.59999847,0
876,Nebraska,1992,90.59999847,0
877,Nevada,1992,110.0,0
878,New Hampshire,1992,143.6999969,0
879,New Mexico,1992,71.40000153,0
880,North Carolina,1992,128.8999939,0
881,North Dakota,1992,74.30000305,0
882,Ohio,1992,112.3000031,0
883,Oklahoma,1992,86.30000305,0
884,Pennsylvania,1992,96.19999695,0
885,Rhode Island,1992,100.0999985,0
886,South Carolina,1992,112.8000031,0
887,South Dakota,1992,93.0,0
888,Tennessee,1992,121.0,0
889,Texas,1992,77.19999695,0
890,Utah,1992,55.0,0
891,Vermont,1992,126.5,0
892,Virginia,1992,108.1999969,0
893,West Virginia,1992,97.90000153,0
894,Wisconsin,1992,96.19999695,0
895,Wyoming,1992,110.8000031,0
896,California,1992,67.5,1
897,Alabama,1993,108.5,0
898,Arkansas,1993,113.8000031,0
899,Colorado,1993,88.59999847,0
900,Connecticut,1993,79.09999847,0
901,Delaware,1993,123.8000031,0
902,Georgia,1993,109.1999969,0
903,Idaho,1993,86.69999695,0
904,Illinois,1993,94.59999847,0
905,Indiana,1993,126.8000031,0
906,Iowa,1993,92.5,0
907,Kansas,1993,89.90000153,0
908,Kentucky,1993,167.6000061,0
909,Louisiana,1993,106.1999969,0
910,Maine,1993,108.5,0
911,Minnesota,1993,81.59999847,0
912,Mississippi,1993,105.4000015,0
913,Missouri,1993,121.5999985,0
914,Montana,1993,86.0,0
915,Nebraska,1993,91.09999847,0
916,Nevada,1993,108.0999985,0
917,New Hampshire,1993,148.8999939,0
918,New Mexico,1993,69.0,0
919,North Carolina,1993,129.6999969,0
920,North Dakota,1993,83.0,0
921,Ohio,1993,108.9000015,0
922,Oklahoma,1993,86.19999695,0
923,Pennsylvania,1993,94.69999695,0
924,Rhode Island,1993,94.09999847,0
925,South Carolina,1993,115.1999969,0
926,South Dakota,1993,91.59999847,0
927,Tennessee,1993,120.8000031,0
928,Texas,1993,81.30000305,0
929,Utah,1993,56.20000076,0
930,Vermont,1993,117.1999969,0
931,Virginia,1993,105.4000015,0
932,West Virginia,1993,111.0,0
933,Wisconsin,1993,91.19999695,0
934,Wyoming,1993,108.4000015,0
935,California,1993,63.40000153,1
936,Alabama,1994,107.0999985,0
937,Arkansas,1994,108.8000031,0
938,Colorado,1994,89.09999847,0
939,Connecticut,1994,76.59999847,0
940,Delaware,1994,126.0999985,0
941,Georgia,1994,107.8000031,0
942,Idaho,1994,93.0,0
943,Illinois,1994,85.69999695,0
944,Indiana,1994,128.1999969,0
945,Iowa,1994,93.40000153,0
946,Kansas,1994,89.09999847,0
947,Kentucky,1994,170.1000061,0
948,Louisiana,1994,105.3000031,0
949,Maine,1994,101.5999985,0
950,Minnesota,1994,83.40000153,0
951,Mississippi,1994,106.0,0
952,Missouri,1994,119.4000015,0
953,Montana,1994,88.19999695,0
954,Nebraska,1994,85.90000153,0
955,Nevada,1994,105.1999969,0
956,New Hampshire,1994,153.8000031,0
957,New Mexico,1994,68.19999695,0
958,North Carolina,1994,112.6999969,0
959,North Dakota,1994,81.0,0
960,Ohio,1994,108.5999985,0
961,Oklahoma,1994,104.8000031,0
962,Pennsylvania,1994,95.40000153,0
963,Rhode Island,1994,91.90000153,0
964,South Carolina,1994,112.1999969,0
965,South Dakota,1994,94.80000305,0
966,Tennessee,1994,118.8000031,0
967,Texas,1994,78.80000305,0
968,Utah,1994,55.79999924,0
969,Vermont,1994,120.3000031,0
970,Virginia,1994,106.1999969,0
971,West Virginia,1994,104.1999969,0
972,Wisconsin,1994,91.80000305,0
973,Wyoming,1994,111.1999969,0
974,California,1994,58.59999847,1
975,Alabama,1995,102.5999985,0
976,Arkansas,1995,113.0,0
977,Colorado,1995,85.40000153,0
978,Connecticut,1995,79.30000305,0
979,Delaware,1995,127.1999969,0
980,Georgia,1995,100.3000031,0
981,Idaho,1995,78.19999695,0
982,Illinois,1995,84.30000305,0
983,Indiana,1995,135.3999939,0
984,Iowa,1995,93.0,0
985,Kansas,1995,90.09999847,0
986,Kentucky,1995,175.3000031,0
987,Louisiana,1995,105.6999969,0
988,Maine,1995,102.3000031,0
989,Minnesota,1995,84.09999847,0
990,Mississippi,1995,107.5,0
991,Missouri,1995,124.0,0
992,Montana,1995,90.5,0
993,Nebraska,1995,88.5,0
994,Nevada,1995,100.9000015,0
995,New Hampshire,1995,158.5,0
996,New Mexico,1995,67.0,0
997,North Carolina,1995,124.9000015,0
998,North Dakota,1995,80.59999847,0
999,Ohio,1995,111.6999969,0
1000,Oklahoma,1995,109.5,0
1001,Pennsylvania,1995,95.40000153,0
1002,Rhode Island,1995,90.80000305,0
1003,South Carolina,1995,109.1999969,0
1004,South Dakota,1995,98.59999847,0
1005,Tennessee,1995,125.4000015,0
1006,Texas,1995,75.19999695,0
1007,Utah,1995,52.0,0
1008,Vermont,1995,123.1999969,0
1009,Virginia,1995,106.6999969,0
1010,West Virginia,1995,115.1999969,0
1011,Wisconsin,1995,93.5,0
1012,Wyoming,1995,115.0,0
1013,California,1995,56.40000153,1
1014,Alabama,1996,101.4000015,0
1015,Arkansas,1996,110.6999969,0
1016,Colorado,1996,83.09999847,0
1017,Connecticut,1996,76.0,0
1018,Delaware,1996,128.3000031,0
1019,Georgia,1996,102.6999969,0
1020,Idaho,1996,73.59999847,0
1021,Illinois,1996,81.80000305,0
1022,Indiana,1996,135.1000061,0
1023,Iowa,1996,94.0,0
1024,Kansas,1996,88.69999695,0
1025,Kentucky,1996,179.0,0
1026,Louisiana,1996,106.8000031,0
1027,Maine,1996,100.0,0
1028,Minnesota,1996,81.69999695,0
1029,Mississippi,1996,106.9000015,0
1030,Missouri,1996,124.0999985,0
1031,Montana,1996,87.30000305,0
1032,Nebraska,1996,86.19999695,0
1033,Nevada,1996,99.0,0
1034,New Hampshire,1996,158.0,0
1035,New Mexico,1996,65.69999695,0
1036,North Carolina,1996,129.6999969,0
1037,North Dakota,1996,80.80000305,0
1038,Ohio,1996,107.5999985,0
1039,Oklahoma,1996,110.8000031,0
1040,Pennsylvania,1996,93.30000305,0
1041,Rhode Island,1996,87.5,0
1042,South Carolina,1996,102.9000015,0
1043,South Dakota,1996,92.30000305,0
1044,Tennessee,1996,119.1999969,0
1045,Texas,1996,74.59999847,0
1046,Utah,1996,54.0,0
1047,Vermont,1996,102.5,0
1048,Virginia,1996,104.5999985,0
1049,West Virginia,1996,112.6999969,0
1050,Wisconsin,1996,92.09999847,0
1051,Wyoming,1996,110.3000031,0
1052,California,1996,54.5,1
1053,Alabama,1997,104.9000015,0
1054,Arkansas,1997,108.6999969,0
1055,Colorado,1997,81.30000305,0
1056,Connecticut,1997,75.90000153,0
1057,Delaware,1997,124.0999985,0
1058,Georgia,1997,100.5999985,0
1059,Idaho,1997,75.0,0
1060,Illinois,1997,79.59999847,0
1061,Indiana,1997,135.3000031,0
1062,Iowa,1997,93.90000153,0
1063,Kansas,1997,89.19999695,0
1064,Kentucky,1997,186.8000031,0
1065,Louisiana,1997,105.3000031,0
1066,Maine,1997,101.0999985,0
1067,Minnesota,1997,84.09999847,0
1068,Mississippi,1997,106.3000031,0
1069,Missouri,1997,120.5999985,0
1070,Montana,1997,88.90000153,0
1071,Nebraska,1997,85.5,0
1072,Nevada,1997,95.59999847,0
1073,New Hampshire,1997,174.3999939,0
1074,New Mexico,1997,61.79999924,0
1075,North Carolina,1997,125.5999985,0
1076,North Dakota,1997,77.5,0
1077,Ohio,1997,108.5999985,0
1078,Oklahoma,1997,111.8000031,0
1079,Pennsylvania,1997,92.90000153,0
1080,Rhode Island,1997,90.0,0
1081,South Carolina,1997,124.5,0
1082,South Dakota,1997,88.80000305,0
1083,Tennessee,1997,118.9000015,0
1084,Texas,1997,72.59999847,0
1085,Utah,1997,57.0,0
1086,Vermont,1997,97.69999695,0
1087,Virginia,1997,108.0,0
1088,West Virginia,1997,114.5,0
1089,Wisconsin,1997,91.90000153,0
1090,Wyoming,1997,108.8000031,0
1091,California,1997,53.79999924,1
1092,Alabama,1998,106.1999969,0
1093,Arkansas,1998,109.5,0
1094,Colorado,1998,81.19999695,0
1095,Connecticut,1998,75.5,0
1096,Delaware,1998,132.8000031,0
1097,Georgia,1998,100.5,0
1098,Idaho,1998,78.90000153,0
1099,Illinois,1998,80.30000305,0
1100,Indiana,1998,135.8999939,0
1101,Iowa,1998,94.0,0
1102,Kansas,1998,87.59999847,0
1103,Kentucky,1998,171.3000031,0
1104,Louisiana,1998,103.1999969,0
1105,Maine,1998,94.5,0
1106,Minnesota,1998,83.19999695,0
1107,Mississippi,1998,107.0,0
1108,Missouri,1998,120.0999985,0
1109,Montana,1998,89.09999847,0
1110,Nebraska,1998,83.09999847,0
1111,Nevada,1998,102.4000015,0
1112,New Hampshire,1998,173.8000031,0
1113,New Mexico,1998,62.59999847,0
1114,North Carolina,1998,126.0,0
1115,North Dakota,1998,79.09999847,0
1116,Ohio,1998,106.4000015,0
1117,Oklahoma,1998,112.1999969,0
1118,Pennsylvania,1998,92.09999847,0
1119,Rhode Island,1998,88.69999695,0
1120,South Carolina,1998,126.9000015,0
1121,South Dakota,1998,88.30000305,0
1122,Tennessee,1998,119.6999969,0
1123,Texas,1998,73.19999695,0
1124,Utah,1998,42.29999924,0
1125,Vermont,1998,97.0,0
1126,Virginia,1998,105.5999985,0
1127,West Virginia,1998,114.5999985,0
1128,Wisconsin,1998,88.69999695,0
1129,Wyoming,1998,102.9000015,0
1130,California,1998,52.29999924,1
1131,Alabama,1999,100.6999969,0
1132,Arkansas,1999,104.8000031,0
1133,Colorado,1999,79.59999847,0
1134,Connecticut,1999,73.40000153,0
1135,Delaware,1999,139.5,0
1136,Georgia,1999,97.09999847,0
1137,Idaho,1999,75.09999847,0
1138,Illinois,1999,72.19999695,0
1139,Indiana,1999,133.3000031,0
1140,Iowa,1999,91.69999695,0
1141,Kansas,1999,83.30000305,0
1142,Kentucky,1999,165.3000031,0
1143,Louisiana,1999,101.0,0
1144,Maine,1999,85.5,0
1145,Minnesota,1999,80.69999695,0
1146,Mississippi,1999,103.9000015,0
1147,Missouri,1999,118.0,0
1148,Montana,1999,82.59999847,0
1149,Nebraska,1999,86.59999847,0
1150,Nevada,1999,103.9000015,0
1151,New Hampshire,1999,171.6999969,0
1152,New Mexico,1999,59.70000076,0
1153,North Carolina,1999,113.0999985,0
1154,North Dakota,1999,74.69999695,0
1155,Ohio,1999,104.0,0
1156,Oklahoma,1999,111.4000015,0
1157,Pennsylvania,1999,91.09999847,0
1158,Rhode Island,1999,86.90000153,0
1159,South Carolina,1999,109.4000015,0
1160,South Dakota,1999,83.5,0
1161,Tennessee,1999,115.5999985,0
1162,Texas,1999,67.59999847,0
1163,Utah,1999,43.90000153,0
1164,Vermont,1999,94.09999847,0
1165,Virginia,1999,102.0999985,0
1166,West Virginia,1999,112.4000015,0
1167,Wisconsin,1999,84.40000153,0
1168,Wyoming,1999,104.8000031,0
1169,California,1999,47.20000076,1
1170,Alabama,2000,96.19999695,0
1171,Arkansas,2000,99.40000153,0
1172,Colorado,2000,73.0,0
1173,Connecticut,2000,71.40000153,0
1174,Delaware,2000,140.6999969,0
1175,Georgia,2000,88.40000153,0
1176,Idaho,2000,66.90000153,0
1177,Illinois,2000,70.0,0
1178,Indiana,2000,125.5,0
1179,Iowa,2000,88.90000153,0
1180,Kansas,2000,79.80000305,0
1181,Kentucky,2000,156.1999969,0
1182,Louisiana,2000,104.3000031,0
1183,Maine,2000,82.90000153,0
1184,Minnesota,2000,76.0,0
1185,Mississippi,2000,97.19999695,0
1186,Missouri,2000,113.8000031,0
1187,Montana,2000,75.5,0
1188,Nebraska,2000,77.59999847,0
1189,Nevada,2000,93.19999695,0
1190,New Hampshire,2000,147.3000031,0
1191,New Mexico,2000,53.79999924,0
1192,North Carolina,2000,109.0,0
1193,North Dakota,2000,72.5,0
1194,Ohio,2000,99.90000153,0
1195,Oklahoma,2000,108.9000015,0
1196,Pennsylvania,2000,87.90000153,0
1197,Rhode Island,2000,83.09999847,0
1198,South Carolina,2000,103.9000015,0
1199,South Dakota,2000,75.09999847,0
1200,Tennessee,2000,108.6999969,0
1201,Texas,2000,69.30000305,0
1202,Utah,2000,40.70000076,0
1203,Vermont,2000,88.90000153,0
1204,Virginia,2000,96.69999695,0
1205,West Virginia,2000,107.9000015,0
1206,Wisconsin,2000,80.09999847,0
1207,Wyoming,2000,90.5,0
1208,California,2000,41.59999847,1
